1.0, 110.19853512105874, 1.0
1.0, 163.18947560825248, 2.0
2.0, 80.7062429804927, 2.0
3.0, 1.9462477551919584, 2.0
4.0, 137.19164790325712, 2.0
5.0, 49.24952434786941, 2.0
5.0, 38.33006746217852, 2.0
4.0, 127.70330409411851, 2.0
5.0, 138.4439420857206, 2.0
5.0, 51.07122040569149, 2.0
3.0, 194.67525660977861, 2.0
2.0, 66.15102582580353, 2.0
1.0, 117.23944502098715, 3.0
2.0, 140.88236591513572, 3.0
3.0, 11.524843620027355, 3.0
4.0, 44.354547549778765, 3.0
5.0, 95.0421710379621, 3.0
6.0, 39.378243161208296, 3.0
7.0, 52.584874181019565, 3.0
8.0, 35.74509010220855, 3.0
9.0, 113.1862259658082, 3.0
10.0, 120.36608627491674, 3.0
11.0, 79.53105713924657, 3.0
12.0, 36.333961760423904, 3.0
12.0, 64.75722019858986, 3.0
11.0, 153.43773651799896, 3.0
10.0, 23.117364617839186, 3.0
9.0, 11.317673713334937, 3.0
8.0, 48.89078346034259, 3.0
7.0, 20.979710754196304, 3.0
8.0, 38.30994128530643, 3.0
9.0, 44.97096042608558, 3.0
9.0, 19.73101630862104, 3.0
8.0, 129.03407300423856, 3.0
6.0, 96.42873913284564, 3.0
5.0, 47.90921486681188, 3.0
6.0, 69.9232385669035, 3.0
6.0, 31.342981141715157, 3.0
4.0, 39.33734745240008, 3.0
5.0, 35.40722321210632, 3.0
6.0, 136.25119595193559, 3.0
7.0, 151.7583596993884, 3.0
7.0, 127.85918903076887, 3.0
6.0, 53.03564358401077, 3.0
5.0, 97.49478421672396, 3.0
6.0, 55.451053403033086, 3.0
6.0, 29.258340141572997, 3.0
3.0, 10.495191990261347, 3.0
4.0, 78.80269572867246, 3.0
5.0, 79.74001601948113, 3.0
6.0, 47.00576416732129, 3.0
7.0, 345.86847905027037, 3.0
8.0, 40.00319551182622, 3.0
8.0, 41.03104095816555, 3.0
7.0, 234.59148868003683, 3.0
6.0, 33.59741017914645, 3.0
7.0, 65.45034746101133, 3.0
7.0, 62.75980992284898, 3.0
5.0, 150.3408633763892, 3.0
4.0, 152.72477345115328, 3.0
5.0, 33.06095557016556, 3.0
5.0, 53.09053172001092, 3.0
2.0, 403.904148334756, 3.0
3.0, 42.176883964939954, 3.0
4.0, 97.93882674178924, 3.0
5.0, 82.06589798840868, 3.0
6.0, 25.538560206025927, 3.0
7.0, 106.16300636626858, 3.0
8.0, 34.0991141373611, 3.0
8.0, 45.210478538073595, 3.0
7.0, 40.94137967883481, 3.0
6.0, 69.07324421044714, 3.0
5.0, 100.41335059043244, 3.0
4.0, 24.15226003707335, 3.0
3.0, 47.190424679820744, 3.0
4.0, 92.03745045659382, 3.0
5.0, 66.01059909531904, 3.0
5.0, 57.981580029807525, 3.0
4.0, 45.75112249520112, 3.0
1.0, 71.98544066487753, 4.0
2.0, 118.86148334688168, 4.0
3.0, 127.16978786835213, 4.0
4.0, 46.069054203799766, 4.0
5.0, 48.94977771261034, 4.0
6.0, 195.4320475128154, 4.0
6.0, 46.81693349168137, 4.0
7.0, 51.87275827238157, 4.0
7.0, 28.453707180891683, 4.0
5.0, 46.08390075732575, 4.0
4.0, 46.49119353078752, 4.0
5.0, 39.116741123467385, 4.0
6.0, 38.000226825524216, 4.0
7.0, 25.752305831019292, 4.0
7.0, 38.318998119171525, 4.0
6.0, 33.361409284139086, 4.0
5.0, 71.5933266098001, 4.0
3.0, 52.355636099257154, 4.0
4.0, 89.83548770714498, 4.0
4.0, 22.067522314522293, 4.0
2.0, 58.18017531435393, 4.0
3.0, 43.60509654912684, 4.0
4.0, 34.715124877214784, 4.0
5.0, 237.14415216653882, 4.0
5.0, 64.93043827877202, 4.0
6.0, 131.15596036990814, 4.0
6.0, 66.30588148828764, 4.0
4.0, 31.786572981297336, 4.0
3.0, 45.22598749274612, 4.0
1.0, 178.79902963896976, 5.0
2.0, 90.69433934315529, 5.0
3.0, 76.49747782985133, 5.0
4.0, 31.625111476825204, 5.0
5.0, 48.602510740701334, 5.0
6.0, 68.90463062638176, 5.0
7.0, 74.16607496912634, 5.0
8.0, 407.22230768367774, 5.0
9.0, 84.07897888575627, 5.0
10.0, 211.5188978684482, 5.0
11.0, 67.24518841248481, 5.0
11.0, 50.20660641709906, 5.0
10.0, 75.51178992915129, 5.0
9.0, 58.92859925099562, 5.0
8.0, 60.68464652981022, 5.0
7.0, 50.57817944170539, 5.0
8.0, 47.63485513043844, 5.0
9.0, 105.075741572005, 5.0
9.0, 73.99035393463433, 5.0
8.0, 125.50640030170615, 5.0
6.0, 19.700108570722556, 5.0
7.0, 30.660154062121773, 5.0
8.0, 37.879373363723175, 5.0
9.0, 201.20440757303123, 5.0
9.0, 80.2751426820541, 5.0
8.0, 29.524621719483054, 5.0
7.0, 125.99435276032034, 5.0
5.0, 51.07857853634455, 5.0
6.0, 47.65121009180713, 5.0
7.0, 53.44849736064617, 5.0
7.0, 48.82703411350266, 5.0
6.0, 25.62751677837165, 5.0
4.0, 15.512473636743172, 5.0
5.0, 158.11392465799938, 5.0
5.0, 38.45678749890504, 5.0
3.0, 29.69028548150824, 5.0
4.0, 26.897765918408222, 5.0
4.0, 44.31576257304085, 5.0
2.0, 26.874438726677575, 5.0
3.0, 19.201529203498392, 5.0
4.0, 72.71366478289652, 5.0
4.0, 25.09568328385544, 5.0
3.0, 113.42750297771786, 5.0
1.0, 319.9299591369303, 6.0
2.0, 96.95326980524365, 6.0
3.0, 70.75913718480935, 6.0
4.0, 35.15889568661185, 6.0
